,belongs_to_collection,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genres,original_language,revenue,title,vote_average,vote_count
370,"{'id': 100970, 'name': 'The Fox and the Hound Collection', 'poster_path': '/ph2KiQxp8xmgA5ENoBhETvJnYw9.jpg', 'backdrop_path': '/fEix7vMN09DUvt7nHh9qFwN9Op9.jpg'}",Adventure,Animation,Drama,Family,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,29800000.0,The Fox and the Hound,7.0,884.0
371,,Drama,Family,Music,Romance,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,286214286.0,The Sound of Music,7.4,966.0
372,"{'id': 1570, 'name': 'Die Hard Collection', 'poster_path': '/dQP1lu4tBtCiAMeCRcuTFpJiM7y.jpg', 'backdrop_path': '/5kHVblr87FUScuab1PVSsK692IL.jpg'}",Action,Thriller,,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,140767956.0,Die Hard,7.5,4005.0
373,"{'id': 124935, 'name': 'The Lawnmower Man Collection', 'poster_path': '/slBKrKBbL1g3KURphhAYIyOOH0G.jpg', 'backdrop_path': '/id05z92s8Pwc2wbR9YAKngGqOyP.jpg'}",Horror,Thriller,Science Fiction,,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,32101000.0,The Lawnmower Man,5.4,198.0
374,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,13417292.0,Secrets & Lies,7.1,127.0
375,,Comedy,Drama,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,34585416.0,That Thing You Do!,6.8,230.0
376,,Crime,Action,Mystery,Thriller,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,89456761.0,The Long Kiss Goodnight,6.4,323.0
377,,Adventure,,,,,,,"[{'id': 12, 'name': 'Adventure'}]",en,75000000.0,The Ghost and the Darkness,6.4,238.0
378,,Music,Comedy,Romance,,,,,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,0.0,Everyone Says I Love You,6.5,149.0
379,,Drama,Romance,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,147298761.0,Romeo + Juliet,6.7,1406.0
380,,Comedy,Romance,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,4505922.0,Swingers,6.8,255.0
381,,Crime,Drama,Thriller,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,165615285.0,Sleepers,7.3,729.0
382,"{'id': 86027, 'name': 'Aladdin Collection', 'poster_path': '/enl57YvMhTAdic6El5rfZppyzq2.jpg', 'backdrop_path': '/naeLgo2bt4WKfHF4BTrG6mkmjiY.jpg'}",Adventure,Animation,Family,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,0.0,Aladdin and the King of Thieves,6.1,494.0
383,,Family,Fantasy,,,,,,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,4000000.0,Willy Wonka & the Chocolate Factory,7.4,826.0
384,,Horror,,,,,,,"[{'id': 27, 'name': 'Horror'}]",en,0.0,The Innocents,7.5,126.0
385,,Comedy,Romance,Science Fiction,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",en,18344729.0,Sleeper,7.0,206.0
386,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,11833696.0,Bananas,6.7,167.0
387,,Comedy,Crime,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,62493712.0,A Fish Called Wanda,7.1,576.0
388,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,20045115.0,Life of Brian,7.7,1230.0
389,,Crime,Drama,,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,50700000.0,Bonnie and Clyde,7.6,384.0
390,,Crime,Mystery,Thriller,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,3000000.0,Dial M for Murder,7.9,539.0
391,"{'id': 86058, 'name': 'Dirty Dancing Collection', 'poster_path': '/gkrOvdbCFuGlxVwCYmczw7aw6Ku.jpg', 'backdrop_path': '/qR6POAKwCL8VwuK8ZjSAdRRFNj9.jpg'}",Drama,Music,Romance,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,213954274.0,Dirty Dancing,7.1,1371.0
392,,Crime,Thriller,,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,14661007.0,Reservoir Dogs,8.1,3821.0
393,,Drama,War,Action,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",en,138530565.0,Platoon,7.5,1236.0
394,"{'id': 118221, 'name': ""Weekend at Bernie's Collection"", 'poster_path': '/gJVBXVetIkgVVMbzODQ3dJwvQkV.jpg', 'backdrop_path': '/khVvskKc4VzAHbHtQMhKGeKWDxC.jpg'}",Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,30218387.0,Weekend at Bernie's,6.4,255.0
395,"{'id': 86336, 'name': 'Basic Instinct Collection', 'poster_path': '/hiM5EvFgjFboZtPMY5vFjhNnRQc.jpg', 'backdrop_path': '/o5rgryRLwlOApsO3toqpqhhdS7H.jpg'}",Thriller,Mystery,,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",en,352927224.0,Basic Instinct,6.5,869.0
396,,Drama,Music,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",en,34416893.0,The Doors,6.7,285.0
397,,Romance,Crime,Drama,Thriller,,,,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,62548947.0,The Crying Game,6.9,180.0
398,,Crime,Drama,Mystery,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",en,10725228.0,Glengarry Glen Ross,7.5,330.0
399,,Drama,Romance,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,30036000.0,Sophie's Choice,7.4,149.0
400,,Science Fiction,Adventure,Family,Fantasy,,,,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,792965326.0,E.T. the Extra-Terrestrial,7.3,3359.0
401,,Adventure,,,,,,,"[{'id': 12, 'name': 'Adventure'}]",en,157920733.0,Days of Thunder,5.9,359.0
402,,Action,Romance,War,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",en,356830601.0,Top Gun,6.7,1736.0
403,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,0.0,Rebel Without a Cause,7.6,351.0
404,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,8000000.0,A Streetcar Named Desire,7.6,291.0
405,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,20300385.0,The People vs. Larry Flynt,6.8,257.0
406,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,19255967.0,On Golden Pond,7.3,101.0
407,"{'id': 937, 'name': 'The Pink Panther (Original) Collection', 'poster_path': '/xu6gZ0zGUSR8SC2QLKFaUrX2niM.jpg', 'backdrop_path': '/6KE7AguGR3UqwUn5RkzkoBc3MLy.jpg'}",Mystery,Comedy,Crime,,,,,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,41833347.0,The Return of the Pink Panther,6.7,138.0
408,,Comedy,Fantasy,Family,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",en,13878334.0,Drop Dead Fred,5.9,107.0
409,,Adventure,Action,Thriller,Science Fiction,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,90000098.0,The Abyss,7.1,822.0
410,,Horror,,,,,,,"[{'id': 27, 'name': 'Horror'}]",en,21378361.0,The Fog,6.4,318.0
411,"{'id': 115838, 'name': 'Escape From ... Collection', 'poster_path': '/8Zih8QGPJNXUuws0fIZmjxjs2Su.jpg', 'backdrop_path': '/c9mWaF2oeodriDLqYQr425sasxo.jpg'}",Science Fiction,Action,,,,,,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",en,50244700.0,Escape from New York,6.9,720.0
412,"{'id': 174218, 'name': 'The Howling Collection', 'poster_path': '/ci6CZhFFLm0r3fDomXlRAmCEesr.jpg', 'backdrop_path': '/a0UuiTYxqMmj5Ll26rORaFoTKBc.jpg'}",Drama,Horror,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",en,17985893.0,The Howling,6.4,165.0
413,"{'id': 39460, 'name': 'The Water of the Hills Collection', 'poster_path': '/zEpjz1iP9zPzsceOfoXDfY6VlWU.jpg', 'backdrop_path': None}",Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",fr,0.0,Jean de Florette,7.6,113.0
414,"{'id': 39460, 'name': 'The Water of the Hills Collection', 'poster_path': '/zEpjz1iP9zPzsceOfoXDfY6VlWU.jpg', 'backdrop_path': None}",Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",fr,0.0,Manon of the Spring,7.8,103.0
415,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,0.0,Private Benjamin,6.0,103.0
416,,Adventure,Comedy,Fantasy,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",en,5028948.0,Monty Python and the Holy Grail,7.8,1742.0
417,"{'id': 529, 'name': 'Wallace & Gromit Collection', 'poster_path': '/993pCCMO9g9RQUtNDxQgE1B330H.jpg', 'backdrop_path': '/huyrvVKEKa9czUY89fnvaAVAtkX.jpg'}",Animation,Comedy,Family,,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,0.0,The Wrong Trousers,7.6,266.0
418,,Drama,Romance,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",it,11990401.0,Cinema Paradiso,8.2,834.0
419,,Crime,Drama,,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,0.0,"The Cook, the Thief, His Wife & Her Lover",7.3,137.0
420,,Comedy,Science Fiction,Fantasy,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",fr,1794187.0,Delicatessen,7.4,320.0
421,,Drama,Thriller,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",fr,1999955.0,The Double Life of Veronique,7.3,154.0
422,,Drama,War,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",en,0.0,Paths of Glory,8.2,565.0
423,,Crime,Drama,,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,13446769.0,The Grifters,6.5,112.0
424,,Drama,Romance,War,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",en,231976425.0,The English Patient,7.0,559.0
425,,Comedy,Romance,War,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",it,4532791.0,Mediterraneo,7.4,157.0
426,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,14743391.0,My Left Foot: The Story of Christy Brown,7.5,208.0
427,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,0.0,"Sex, Lies, and Videotape",6.7,188.0
428,,Mystery,Documentary,Crime,,,,,"[{'id': 9648, 'name': 'Mystery'}, {'id': 99, 'name': 'Documentary'}, {'id': 80, 'name': 'Crime'}]",en,0.0,The Thin Blue Line,7.9,109.0
429,,Comedy,Crime,Drama,Romance,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",es,0.0,Tie Me Up! Tie Me Down!,7.0,102.0
430,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,108981275.0,One Flew Over the Cuckoo's Nest,8.3,3001.0
431,"{'id': 33071, 'name': 'Cheech & Chong Collection', 'poster_path': '/mI9ggvzjaDIGN1qcrM9fvATHVmZ.jpg', 'backdrop_path': '/tJqD18aCja9kNpZ1W2r5gZK2qdq.jpg'}",Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,41590893.0,Up in Smoke,6.7,201.0
432,"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",Adventure,Action,Science Fiction,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,538400000.0,The Empire Strikes Back,8.2,5998.0
433,,Adventure,Family,Fantasy,Comedy,Romance,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,30857814.0,The Princess Bride,7.6,1518.0
434,"{'id': 84, 'name': 'Indiana Jones Collection', 'poster_path': '/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg', 'backdrop_path': '/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg'}",Adventure,Action,,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",en,389925971.0,Raiders of the Lost Ark,7.7,3949.0
435,,Comedy,Science Fiction,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.0,Brazil,7.6,877.0
436,"{'id': 8091, 'name': 'Alien Collection', 'poster_path': '/iVzIeC3PbG9BtDAudpwSNdKAgh6.jpg', 'backdrop_path': '/kB0Y3uGe9ohJa59Lk8UO9cUOxGM.jpg'}",Horror,Action,Thriller,Science Fiction,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,183316455.0,Aliens,7.7,3282.0
437,"{'id': 48317, 'name': 'The Man With No Name Collection', 'poster_path': '/lzUZptOL6iQqulMvhB2jfT5GepD.jpg', 'backdrop_path': '/uAkE1MAvFUiYjOllgDRndispKu3.jpg'}",Western,,,,,,,"[{'id': 37, 'name': 'Western'}]",it,6000000.0,"The Good, the Bad and the Ugly",8.1,2371.0
438,,Comedy,Drama,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,0.0,Withnail & I,7.4,173.0
439,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,1000000.0,12 Angry Men,8.2,2130.0
440,,Adventure,Drama,History,War,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",en,69995385.0,Lawrence of Arabia,7.8,870.0
441,,Science Fiction,Drama,,,,,,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",en,26589000.0,A Clockwork Orange,8.0,3432.0
442,,Crime,Drama,,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,13129846.0,To Kill a Mockingbird,7.9,676.0
443,,Drama,War,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",en,89460381.0,Apocalypse Now,8.0,2112.0
444,,Western,,,,,,,"[{'id': 37, 'name': 'Western'}]",it,5321508.0,Once Upon a Time in the West,8.1,1160.0
445,"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",Adventure,Action,Science Fiction,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,572700000.0,Return of the Jedi,7.9,4763.0
446,,Drama,Fantasy,Romance,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",de,3200000.0,Wings of Desire,7.5,256.0
447,,Thriller,Mystery,,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",en,596349.0,The Third Man,7.9,431.0
448,,Drama,Crime,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,46836394.0,GoodFellas,8.2,3211.0
449,"{'id': 8091, 'name': 'Alien Collection', 'poster_path': '/iVzIeC3PbG9BtDAudpwSNdKAgh6.jpg', 'backdrop_path': '/kB0Y3uGe9ohJa59Lk8UO9cUOxGM.jpg'}",Horror,Action,Thriller,Science Fiction,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,104931801.0,Alien,7.9,4564.0
450,"{'id': 1960, 'name': 'Evil Dead Collection', 'poster_path': '/eWFADubShlTEUiNsPcN6BMOKakr.jpg', 'backdrop_path': '/jrLLRe7pctP1aFDRuD9mt59YGHX.jpg'}",Fantasy,Horror,Comedy,,,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",en,0.0,Army of Darkness,7.3,852.0
451,,Adventure,Drama,Romance,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",fr,0.0,The Big Blue,7.6,364.0
452,,Action,Drama,History,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",ja,4069653.0,Ran,7.9,349.0
453,,Action,Crime,Drama,Thriller,,,,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",cn,0.0,The Killer,7.6,179.0
454,"{'id': 119674, 'name': 'Psycho Collection', 'poster_path': '/29pDqAgmb4idzWzuZncoT7LZplA.jpg', 'backdrop_path': '/bPQZkZjNnsYuPZWzoRRl9k0VSQ8.jpg'}",Drama,Horror,Thriller,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,32000000.0,Psycho,8.3,2405.0
455,"{'id': 112636, 'name': 'The Blues Brothers Collection', 'poster_path': '/pQf9LzCokihzlLmgQlPG7yBpZ1o.jpg', 'backdrop_path': '/i4Jai1IlkbOWd8eNFM0S1lupyLt.jpg'}",Music,Comedy,Action,Crime,,,,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,115229890.0,The Blues Brothers,7.5,1092.0
456,"{'id': 230, 'name': 'The Godfather Collection', 'poster_path': '/7SJVjEDoo7xH62TS8stkqRk4Byo.jpg', 'backdrop_path': '/3WZTxpgscsmoUk81TuECXdFOD0R.jpg'}",Drama,Crime,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,47542841.0,The Godfather: Part II,8.3,3418.0
457,,Drama,War,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",en,46357676.0,Full Metal Jacket,7.9,2595.0
458,"{'id': 529, 'name': 'Wallace & Gromit Collection', 'poster_path': '/993pCCMO9g9RQUtNDxQgE1B330H.jpg', 'backdrop_path': '/huyrvVKEKa9czUY89fnvaAVAtkX.jpg'}",Adventure,Animation,Comedy,Science Fiction,Family,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",en,0.0,A Grand Day Out,7.4,199.0
459,,Drama,History,Music,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}]",en,51973029.0,Amadeus,7.8,1107.0
460,,Comedy,Drama,Romance,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,0.0,The Quiet Man,7.3,118.0
461,,Drama,Crime,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,0.0,Once Upon a Time in America,8.3,1104.0
462,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,23000000.0,Raging Bull,7.7,968.0
463,,Comedy,Drama,Romance,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,38251425.0,Annie Hall,7.8,1044.0
464,,Drama,History,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,21500000.0,The Right Stuff,7.4,241.0
465,,Drama,Science Fiction,Thriller,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",ru,0.0,Stalker,7.8,356.0
466,,Action,Drama,History,War,Adventure,,,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}]",de,85000000.0,Das Boot,7.9,623.0
467,"{'id': 330605, 'name': 'The Sting Collection', 'poster_path': None, 'backdrop_path': None}",Comedy,Crime,Drama,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,159616327.0,The Sting,7.9,639.0
468,,Comedy,Drama,Romance,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,0.0,Harold and Maude,7.7,266.0
469,,Fantasy,Drama,,,,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",sv,0.0,The Seventh Seal,7.9,569.0
470,"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'}",Action,Thriller,Science Fiction,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,78371200.0,The Terminator,7.4,4208.0
471,,Horror,Comedy,,,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",en,242623.0,Braindead,7.4,388.0
472,,War,,,,,,,"[{'id': 10752, 'name': 'War'}]",en,26828365.0,Glory,7.4,391.0
473,,Comedy,Drama,Romance,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,39946780.0,Manhattan,7.8,600.0
474,,Drama,Thriller,Crime,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,5080409.0,Miller's Crossing,7.5,431.0
475,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,235860116.0,Dead Poets Society,8.1,2786.0
476,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,104945305.0,The Graduate,7.6,855.0
477,,Drama,Thriller,Crime,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,2247465.0,Touch of Evil,7.6,292.0
478,,Action,Thriller,,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",fr,5000000.0,La Femme Nikita,7.0,511.0
479,,Drama,History,War,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",en,27200000.0,The Bridge on the River Kwai,7.7,554.0
480,,Fantasy,Drama,,,,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",it,0.0,8쩍,7.9,427.0
481,"{'id': 359005, 'name': 'The Jake Gittes Collection', 'poster_path': '/bv2if3JS0E5IScbkrNJMmiJtcPF.jpg', 'backdrop_path': '/mPf6vo6hAzftf8qRS4qbwRVBBkJ.jpg'}",Crime,Drama,Mystery,Thriller,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,30000000.0,Chinatown,7.9,939.0
482,,Drama,Science Fiction,Thriller,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,0.0,The Day the Earth Stood Still,7.3,323.0
483,,Action,Adventure,Drama,Western,,,,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",en,4307000.0,The Treasure of the Sierra Madre,7.9,285.0
484,,Action,Comedy,Horror,Science Fiction,,,,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.0,Bad Taste,6.4,196.0
485,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,0.0,Duck Soup,7.6,170.0
486,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,10297601.0,Better Off Dead...,6.8,164.0
487,,Horror,Thriller,,,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,44017374.0,The Shining,8.1,3890.0
488,,Crime,Drama,,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,52287414.0,Stand by Me,7.8,1568.0
