,title,id,revenue,vote_average,vote_count,genre1,genre2,genre3,genre4,genre5,genre6,genre7
660,Dead Ringers,9540,8038508.0,7.0,176.0,Drama,Horror,Thriller,,,,
661,The King and I,16520,21300000.0,7.3,103.0,Drama,Music,Romance,,,,
662,The Matrix,603,463517383.0,7.9,9079.0,Action,Science Fiction,,,,,
663,10 Things I Hate About You,4951,53478166.0,7.3,1768.0,Comedy,Romance,Drama,,,,
664,Following,11660,48482.0,7.2,363.0,Crime,Drama,Thriller,,,,
665,Go,9430,28451622.0,7.0,198.0,Crime,Comedy,Thriller,,,,
666,Never Been Kissed,11355,84565230.0,5.8,378.0,Romance,Comedy,Drama,,,,
667,Life,6522,73345029.0,6.4,179.0,Comedy,Crime,,,,,
668,Open Your Eyes,1902,368234.0,7.4,211.0,Drama,Thriller,,,,,
669,eXistenZ,1946,2856712.0,6.7,487.0,Action,Thriller,Science Fiction,Horror,,,
670,Entrapment,1844,212404396.0,6.0,613.0,Romance,Drama,Mystery,,,,
671,Idle Hands,6552,4152230.0,6.1,183.0,Thriller,Comedy,Horror,,,,
672,Dick Tracy,8592,103738726.0,5.9,258.0,Adventure,Action,Comedy,Thriller,Crime,,
673,The Mummy,564,415885488.0,6.6,2796.0,Adventure,Action,Fantasy,,,,
674,Star Wars: Episode I - The Phantom Menace,1893,924317558.0,6.4,4526.0,Adventure,Action,Science Fiction,,,,
675,Superman,1924,300218018.0,6.9,1042.0,Action,Adventure,Fantasy,Science Fiction,,,
676,Superman II,8536,190458706.0,6.5,642.0,Action,Adventure,Fantasy,Science Fiction,,,
677,Dracula,138,1012189.0,7.2,254.0,Horror,,,,,,
678,Frankenstein,3035,12000000.0,7.3,295.0,Drama,Horror,Science Fiction,,,,
679,The Rocky Horror Picture Show,36685,112892319.0,7.4,703.0,Comedy,Horror,Music,Science Fiction,,,
680,The War of the Worlds,8974,2000000.0,6.8,172.0,Horror,Science Fiction,Thriller,,,,
681,Notting Hill,509,363889678.0,7.0,1309.0,Romance,Comedy,Drama,,,,
682,The Thirteenth Floor,1090,18564088.0,6.8,381.0,Thriller,Science Fiction,Mystery,,,,
683,Austin Powers: The Spy Who Shagged Me,817,310940086.0,6.1,1034.0,Adventure,Comedy,Crime,Science Fiction,,,
684,The Red Violin,14283,9495408.0,7.2,101.0,Drama,Thriller,Mystery,Music,Romance,,
685,Tarzan,37135,448000000.0,7.1,1715.0,Adventure,Animation,Drama,Family,,,
686,The General's Daughter,2275,149705852.0,6.1,209.0,Crime,Drama,Mystery,Thriller,,,
687,Run Lola Run,104,7267585.0,7.2,672.0,Action,Drama,Thriller,,,,
688,Big Daddy,9032,234801895.0,6.2,898.0,Comedy,Drama,,,,,
689,The Dinner Game,9421,78599508.0,7.7,408.0,Comedy,,,,,,
690,Arachnophobia,6488,53208180.0,6.2,445.0,Comedy,Horror,,,,,
691,American Pie,2105,235483004.0,6.4,2358.0,Comedy,Romance,,,,,
692,The Blair Witch Project,2667,248000000.0,6.3,1090.0,Horror,Mystery,,,,,
693,Eyes Wide Shut,345,162091208.0,7.1,1266.0,Mystery,Drama,,,,,
694,Ghostbusters,620,295212467.0,7.3,2431.0,Comedy,Fantasy,,,,,
695,Ghostbusters II,2978,215394738.0,6.3,1131.0,Comedy,Fantasy,,,,,
696,Deep Blue Sea,8914,73648228.0,5.6,616.0,Action,Science Fiction,Thriller,,,,
697,Mystery Men,9824,29762011.0,5.7,255.0,Adventure,Fantasy,Action,Comedy,Science Fiction,,
698,Runaway Bride,4806,309457509.0,5.8,472.0,Comedy,Romance,,,,,
699,Spartacus,967,60000000.0,7.3,472.0,Action,Drama,History,,,,
700,Lolita,802,9250000.0,7.3,409.0,Drama,Romance,,,,,
701,Barry Lyndon,3175,20000000.0,7.7,521.0,Drama,Romance,War,,,,
702,The Golden Child,10136,79817939.0,5.6,311.0,Action,Adventure,Comedy,,,,
703,The Color Purple,873,146292009.0,7.7,345.0,Drama,,,,,,
704,The Mission,11416,17218023.0,7.1,295.0,Adventure,Drama,Action,History,,,
705,Little Shop of Horrors,10776,38748395.0,6.7,389.0,Horror,Comedy,Music,,,,
706,The Iron Giant,10386,23159305.0,7.6,1470.0,Adventure,Animation,Family,Fantasy,Science Fiction,,
707,The Sixth Sense,745,672806292.0,7.7,3223.0,Mystery,Thriller,Drama,,,,
708,The Thomas Crown Affair,913,124305181.0,6.7,349.0,Drama,Crime,Romance,,,,
709,Brokedown Palace,17707,13000000.0,6.2,115.0,Drama,Thriller,,,,,
710,Detroit Rock City,9781,4217115.0,6.7,102.0,Comedy,Music,,,,,
711,Damien: Omen II,10766,26518355.0,6.1,170.0,Action,Drama,Horror,Thriller,,,
712,Airplane!,813,83453539.0,7.1,1104.0,Comedy,,,,,,
713,National Lampoon's Vacation,11153,61399552.0,7.1,412.0,Comedy,Adventure,Romance,,,,
714,Big,2280,151668774.0,6.9,1022.0,Fantasy,Drama,Comedy,Romance,Family,,
715,The Pelican Brief,9944,195268056.0,6.3,377.0,Drama,Mystery,Thriller,Crime,,,
716,The 13th Warrior,1911,61698899.0,6.4,524.0,Adventure,Fantasy,Action,,,,
717,Stigmata,10307,50041732.0,6.0,248.0,Horror,,,,,,
718,Stir of Echoes,11601,21133087.0,6.5,334.0,Horror,Mystery,Thriller,,,,
719,American Beauty,14,356296601.0,7.9,3438.0,Drama,,,,,,
720,Blue Streak,11001,117758500.0,6.1,359.0,Action,Comedy,Crime,,,,
721,A Hard Day's Night,704,12299668.0,7.3,172.0,Comedy,Music,,,,,
722,Fright Night,11797,24922237.0,6.9,279.0,Horror,,,,,,
723,Deliverance,10669,46122355.0,7.2,441.0,Drama,Adventure,Thriller,,,,
724,Excalibur,11527,34967437.0,7.1,241.0,Fantasy,Adventure,,,,,
725,Thumbelina,28032,11373501.0,6.1,117.0,Animation,Drama,Family,Fantasy,,,
726,Double Jeopardy,10398,177841558.0,6.2,282.0,Crime,Drama,Mystery,Thriller,,,
727,Three Kings,6415,108000000.0,6.6,709.0,Action,Adventure,Comedy,,,,
728,Phantasm,9638,11988469.0,6.5,166.0,Horror,Science Fiction,,,,,
729,Psycho II,10576,34725000.0,6.0,128.0,Horror,Mystery,Thriller,,,,
730,Boys Don't Cry,226,11540607.0,7.2,360.0,Crime,Drama,,,,,
731,The Limey,10388,3193102.0,6.6,110.0,Action,Crime,Drama,Mystery,Thriller,,
732,Risky Business,9346,63541777.0,6.4,340.0,Comedy,Romance,,,,,
733,Total Recall,861,261317921.0,7.1,1745.0,Action,Adventure,Science Fiction,,,,
734,Ferris Bueller's Day Off,9377,70136369.0,7.5,1340.0,Comedy,,,,,,
735,High Plains Drifter,11901,15700000.0,7.4,284.0,Western,,,,,,
736,Hang 'em High,4929,6800000.0,6.7,197.0,Western,,,,,,
737,Flashdance,535,92921203.0,6.1,313.0,Drama,Music,Romance,,,,
738,The Dirty Dozen,1654,45300000.0,7.5,309.0,Action,Adventure,War,,,,
739,Goldfinger,658,124881062.0,7.2,1005.0,Adventure,Action,Thriller,,,,
740,From Russia with Love,657,78898765.0,6.9,773.0,Action,Thriller,Adventure,,,,
741,Dr. No,646,59600000.0,6.9,953.0,Adventure,Action,Thriller,,,,
742,The Blue Lagoon,5689,58853106.0,5.8,422.0,Romance,Adventure,Drama,,,,
743,A Fistful of Dollars,391,14500000.0,7.6,909.0,Western,,,,,,
744,Hard Eight,8052,222559.0,6.8,177.0,Drama,Thriller,,,,,
745,Home Alone 2: Lost in New York,772,358991681.0,6.3,2459.0,Comedy,Family,Adventure,Crime,,,
746,Fight Club,550,100853753.0,8.3,9678.0,Drama,,,,,,
747,Time Bandits,36819,42365581.0,6.6,255.0,Family,Fantasy,Science Fiction,Adventure,Comedy,,
748,Crimes and Misdemeanors,11562,18254702.0,7.4,201.0,Comedy,Drama,,,,,
749,RoboCop,5548,53000000.0,7.1,1494.0,Action,Thriller,Science Fiction,,,,
750,RoboCop 2,5549,45681173.0,5.6,498.0,Action,Adventure,Crime,Science Fiction,Thriller,,
751,Who Framed Roger Rabbit,856,329803958.0,7.2,1466.0,Fantasy,Animation,Comedy,Crime,Family,,
752,For Your Eyes Only,699,195312802.0,6.3,497.0,Adventure,Action,Thriller,,,,
753,Licence to Kill,709,156167015.0,5.9,549.0,Adventure,Action,Thriller,,,,
754,Live and Let Die,253,161777836.0,6.4,540.0,Adventure,Action,Thriller,,,,
755,Thunderball,660,141195658.0,6.5,572.0,Adventure,Action,Thriller,,,,
756,Being John Malkovich,492,22863596.0,7.3,1124.0,Fantasy,Drama,Comedy,,,,
757,Princess Mononoke,128,159375308.0,8.2,2041.0,Adventure,Fantasy,Animation,,,,
758,The Bone Collector,9481,151493655.0,6.5,843.0,Drama,Mystery,Thriller,Crime,,,
759,The Insider,9008,60289912.0,7.3,489.0,Drama,Thriller,,,,,
760,Creepshow,16281,21028755.0,6.7,228.0,Horror,Comedy,Fantasy,,,,
761,Creepshow 2,16288,14000000.0,5.9,133.0,Horror,,,,,,
762,Re-Animator,1694,2023414.0,7.0,263.0,Science Fiction,Comedy,Horror,,,,
763,Drugstore Cowboy,476,4729352.0,7.0,117.0,Crime,Drama,,,,,
764,Falling Down,37094,40903593.0,7.2,837.0,Crime,Drama,Thriller,,,,
765,Spaceballs,957,38119483.0,6.7,924.0,Comedy,Science Fiction,,,,,
766,Robin Hood,11886,32056467.0,7.0,1155.0,Animation,Family,,,,,
767,Quest for Fire,62204,55260558.0,7.2,111.0,Adventure,Drama,,,,,
768,Little Big Man,11040,31559552.0,7.5,128.0,Adventure,Western,History,,,,
769,Trading Places,1621,90400000.0,7.1,763.0,Comedy,,,,,,
770,Dogma,1832,30652890.0,6.8,842.0,Fantasy,Comedy,Adventure,,,,
771,The Messenger: The Story of Joan of Arc,10047,66976317.0,6.2,373.0,Adventure,Drama,Action,History,War,,
772,Pok梨븁on: The First Movie: Mewtwo Strikes Back,10228,163644662.0,6.7,336.0,Animation,,,,,,
773,The Longest Day,9289,50100000.0,7.3,237.0,Action,Drama,History,War,,,
774,Tora! Tora! Tora!,11165,29548291.0,6.9,150.0,History,Action,Drama,Adventure,War,,
775,Women on the Verge of a Nervous Breakdown,4203,7179298.0,7.6,149.0,Comedy,Drama,,,,,
776,The Verdict,24226,53977250.0,7.4,132.0,Drama,,,,,,
777,Sleepy Hollow,2668,206071502.0,6.9,1774.0,Drama,Fantasy,Thriller,Mystery,,,
778,The World Is Not Enough,36643,361832400.0,6.0,878.0,Adventure,Action,Thriller,,,,
779,All About My Mother,99,67872296.0,7.4,337.0,Comedy,Drama,,,,,
780,Bicycle Thieves,5156,361712.0,8.0,404.0,Drama,,,,,,
781,The Natural,11393,47951979.0,7.0,162.0,Drama,,,,,,
782,Fatal Attraction,10998,320145693.0,6.6,305.0,Romance,Drama,Thriller,Horror,Mystery,,
783,Midnight Run,9013,38413606.0,7.2,241.0,Adventure,Comedy,Crime,,,,
784,Backdraft,2924,152368585.0,6.4,360.0,Action,Crime,Drama,Mystery,Thriller,,
785,The Fisher King,177,41895491.0,7.2,346.0,Comedy,Drama,,,,,
786,Toy Story 2,863,497366869.0,7.3,3914.0,Animation,Comedy,Family,,,,
787,The Green Mile,497,284600000.0,8.2,4166.0,Fantasy,Drama,Crime,,,,
788,The Cider House Rules,1715,88545092.0,6.9,285.0,Drama,,,,,,
789,The Last Picture Show,25188,29133000.0,7.6,133.0,Drama,,,,,,
790,Bicentennial Man,2277,93700000.0,6.9,998.0,Comedy,Science Fiction,,,,,
791,Stuart Little,10137,300135367.0,5.8,998.0,Animation,Fantasy,Family,Comedy,,,
792,Fantasia 2000,49948,90874570.0,7.0,300.0,Animation,Family,Music,,,,
793,Magnolia,334,48451803.0,7.5,844.0,Drama,,,,,,
794,Any Given Sunday,9563,100230832.0,6.8,430.0,Drama,,,,,,
795,Man on the Moon,1850,47434430.0,6.9,444.0,Comedy,Drama,Romance,,,,
796,Galaxy Quest,926,90683916.0,6.9,722.0,Comedy,Family,Science Fiction,,,,
797,The Talented Mr. Ripley,1213,128798265.0,7.1,790.0,Thriller,Crime,Drama,,,,
798,Next Friday,10471,59827328.0,6.5,145.0,Comedy,,,,,,
799,The Hurricane,10400,73956241.0,7.2,401.0,Drama,,,,,,
800,Papillon,5924,53267000.0,7.8,445.0,Crime,Drama,,,,,
801,Dead Calm,10493,7825000.0,6.6,178.0,Crime,Thriller,Horror,Drama,,,
802,Fast Times at Ridgemont High,13342,27092880.0,7.0,330.0,Comedy,,,,,,
803,Batman: Mask of the Phantasm,14919,5617391.0,7.4,218.0,Action,Adventure,Animation,Family,,,
804,Malcolm X,1883,48169908.0,7.3,377.0,Drama,History,,,,,
805,Sister Act,2005,231605150.0,6.5,713.0,Music,Comedy,,,,,
806,Sister Act 2: Back in the Habit,6279,57319029.0,5.9,384.0,Music,Comedy,,,,,
807,The Hand that Rocks the Cradle,11087,88036683.0,6.5,196.0,Thriller,,,,,,
808,Alive,7305,36733909.0,6.7,383.0,Action,Adventure,Drama,Thriller,,,
809,Scent of a Woman,9475,134095253.0,7.3,763.0,Drama,,,,,,
810,Wayne's World,8872,121697323.0,6.5,738.0,Music,Comedy,,,,,
811,A League of Their Own,11287,107458785.0,6.8,362.0,Comedy,,,,,,
812,Patriot Games,9869,178051587.0,6.4,440.0,Drama,Action,Thriller,Crime,,,
813,The Bodyguard,619,411006740.0,6.2,681.0,Thriller,Action,Drama,Music,Romance,,
814,Death Becomes Her,9374,149022650.0,6.3,655.0,Fantasy,Comedy,,,,,
815,Far and Away,11259,137783840.0,6.3,294.0,Adventure,Drama,Romance,Western,,,
816,Twin Peaks: Fire Walk with Me,1923,4160851.0,7.3,429.0,Drama,Mystery,,,,,
817,El Mariachi,9367,2040920.0,6.6,243.0,Action,Crime,Thriller,,,,
818,Bad Lieutenant,12143,2019469.0,6.9,162.0,Crime,Drama,,,,,
819,Scream 3,4234,161834276.0,5.7,749.0,Horror,Mystery,,,,,
820,Single White Female,9605,48017402.0,6.0,139.0,Thriller,,,,,,
821,The Boondock Saints,8374,30471.0,7.2,848.0,Action,Thriller,Crime,,,,
822,The Beach,1907,144056873.0,6.3,1271.0,Drama,Adventure,Romance,Thriller,,,
823,The Tigger Movie,15655,45554533.0,6.3,146.0,Animation,Family,,,,,
824,Boiler Room,14181,28780255.0,6.5,202.0,Crime,Drama,Thriller,,,,
825,Pitch Black,2787,53187659.0,6.7,1812.0,Thriller,Science Fiction,Action,,,,
826,The Whole Nine Yards,2069,106371651.0,6.3,540.0,Comedy,Crime,,,,,
827,City Lights,901,19181.0,8.2,444.0,Comedy,Drama,Romance,,,,
828,The Kid,10098,2500000.0,8.0,404.0,Comedy,Drama,,,,,
829,Birdy,11296,1400000.0,6.9,112.0,Drama,History,,,,,
830,Mission to Mars,2067,60874615.0,5.7,374.0,Science Fiction,,,,,,
831,The Ninth Gate,622,58401898.0,6.3,768.0,Horror,Mystery,Thriller,,,,
832,Hoosiers,5693,28607524.0,7.1,143.0,Drama,Family,,,,,
833,Bull Durham,287,50888000.0,6.6,154.0,Comedy,Romance,,,,,
834,Dog Day Afternoon,968,46665856.0,7.6,685.0,Crime,Drama,Thriller,,,,
835,American Graffiti,838,140000000.0,6.9,330.0,Comedy,Drama,,,,,
836,JFK,820,205405498.0,7.5,513.0,Drama,Thriller,History,,,,
837,Blind Date,918,39321715.0,5.6,115.0,Comedy,Romance,,,,,
838,Erin Brockovich,462,256271286.0,7.1,730.0,Drama,,,,,,
839,Final Destination,9532,53302314.0,6.4,1416.0,Horror,,,,,,
840,Thelma & Louise,1541,45361000.0,7.2,766.0,Drama,Thriller,Crime,Adventure,,,
841,Animal House,8469,141000000.0,7.0,420.0,Comedy,,,,,,
842,Do the Right Thing,925,37295445.0,7.6,301.0,Drama,,,,,,
843,Death Wish,13939,22000000.0,7.0,165.0,Action,Crime,Drama,Thriller,,,
844,Double Indemnity,996,2500000.0,8.0,425.0,Drama,Mystery,Thriller,,,,
845,Teenage Mutant Ninja Turtles,1498,202000000.0,6.5,486.0,Science Fiction,Action,Adventure,Comedy,Family,,
846,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1497,78000000.0,5.8,290.0,Science Fiction,Adventure,Action,Comedy,Family,,
847,Red Dawn,1880,38376497.0,6.4,217.0,Action,Thriller,,,,,
848,Bloodsport,11690,11806119.0,6.6,370.0,Action,,,,,,
849,"Good Morning, Vietnam",801,123922370.0,7.1,658.0,Comedy,Drama,War,,,,
850,Guess Who's Coming to Dinner,1879,56666667.0,7.6,174.0,Comedy,Drama,Romance,,,,
851,Romeo Must Die,2085,91036760.0,6.0,334.0,Action,Crime,Thriller,,,,
852,Modern Times,3082,8500000.0,8.1,881.0,Drama,Comedy,,,,,
853,The Hustler,990,7600000.0,7.6,243.0,Drama,,,,,,
854,Close Encounters of the Third Kind,840,303788635.0,7.2,1122.0,Science Fiction,Drama,,,,,
855,Jacob's Ladder,2291,25965144.0,7.3,376.0,Drama,Mystery,Horror,,,,
856,La Bamba,16620,54215416.0,6.8,120.0,Drama,Music,,,,,
857,Ladyhawke,526,18432000.0,6.8,264.0,Adventure,Drama,Fantasy,Romance,,,
858,High Fidelity,243,47126295.0,7.0,636.0,Comedy,Drama,Romance,Music,,,
859,The Road to El Dorado,10501,76432727.0,7.0,892.0,Adventure,Animation,Comedy,Family,,,
860,The Skulls,11478,35007180.0,5.7,160.0,Crime,Drama,Thriller,,,,
861,Hook,879,300854823.0,6.7,1563.0,Adventure,Fantasy,Comedy,Family,,,
862,Midnight Express,11327,35000000.0,7.6,309.0,Drama,Crime,,,,,
863,Misery,1700,61276872.0,7.6,1085.0,Drama,Thriller,,,,,
864,Network,10774,23689877.0,7.8,391.0,Drama,,,,,,
865,No Way Out,10083,35509515.0,6.9,155.0,Action,Drama,Thriller,,,,
866,The Outlaw Josey Wales,10747,31800000.0,7.4,303.0,Drama,Western,,,,,
867,Frequency,10559,68106245.0,7.0,473.0,Crime,Drama,Science Fiction,Thriller,,,
868,Rules of Engagement,10479,71000000.0,6.0,178.0,Action,Adventure,Drama,History,War,,
869,Arthur,13665,95461682.0,6.5,125.0,Comedy,Drama,Romance,,,,
870,Bachelor Party,12309,38435947.0,5.8,156.0,Comedy,,,,,,
871,Predator,106,98235548.0,7.3,2129.0,Science Fiction,Action,Adventure,Thriller,,,
872,American Psycho,1359,34266564.0,7.3,2128.0,Thriller,Drama,Crime,,,,
873,Keeping the Faith,4967,37036004.0,5.9,161.0,Comedy,,,,,,
874,Marathon Man,10518,21709020.0,7.2,227.0,Thriller,,,,,,
875,Caddyshack,11977,39846344.0,6.7,370.0,Comedy,,,,,,
876,U-571,3536,127666415.0,6.1,345.0,Action,Drama,Thriller,War,,,
877,The Virgin Suicides,1443,10409377.0,7.1,841.0,Drama,Romance,,,,,
878,Where the Heart Is,10564,33771174.0,6.9,159.0,Comedy,Drama,Romance,,,,
879,The Idiots,452,7235.0,6.7,107.0,Drama,Comedy,,,,,
880,Gladiator,98,457640427.0,7.9,5566.0,Action,Drama,Adventure,,,,
881,Pee-wee's Big Adventure,5683,40940662.0,6.6,239.0,Adventure,Comedy,,,,,
882,Dinosaur,10567,354248063.0,6.2,563.0,Animation,Family,,,,,
883,Road Trip,9285,119754278.0,5.9,550.0,Comedy,Adventure,,,,,
884,Mission: Impossible II,955,546388105.0,5.9,1966.0,Adventure,Action,Thriller,,,,
885,Shanghai Noon,8584,56932305.0,6.2,756.0,Adventure,Action,Comedy,Western,,,
886,The Gold Rush,962,2500000.0,7.7,308.0,Adventure,Comedy,Drama,,,,
887,On Her Majesty's Secret Service,668,81974493.0,6.5,464.0,Adventure,Action,Thriller,,,,
888,The Spy Who Loved Me,691,185438673.0,6.6,515.0,Adventure,Action,Thriller,,,,
889,Moonraker,698,210308099.0,5.9,551.0,Action,Adventure,Thriller,Science Fiction,,,
890,The Man with the Golden Gun,682,97572000.0,6.4,533.0,Adventure,Action,Thriller,,,,
891,Big Momma's House,9600,173959438.0,5.6,514.0,Crime,Comedy,,,,,
892,American Gigolo,2768,22743674.0,5.9,137.0,Thriller,Drama,Crime,Romance,,,
893,The Guns of Navarone,10911,28900000.0,7.3,191.0,Action,Adventure,Drama,War,,,
894,Blazing Saddles,11072,119500000.0,7.2,619.0,Western,Comedy,,,,,
895,Eraserhead,985,7000000.0,7.5,500.0,Drama,Fantasy,Horror,Science Fiction,,,
896,For a Few Dollars More,938,15000000.0,7.8,988.0,Western,,,,,,
897,Flatliners,1551,61489265.0,6.3,413.0,Drama,Horror,Science Fiction,Thriller,,,
898,Porky's,10246,125728258.0,6.1,185.0,Comedy,,,,,,
899,Predator 2,169,57120318.0,6.0,743.0,Science Fiction,Action,Thriller,,,,
900,The Running Man,865,38122105.0,6.4,713.0,Action,Science Fiction,,,,,
901,Starman,9663,28744356.0,6.6,219.0,Action,Adventure,Romance,Science Fiction,,,
902,Mad Max,9659,100000000.0,6.6,1235.0,Adventure,Action,Thriller,Science Fiction,,,
903,Mad Max 2: The Road Warrior,8810,24600832.0,7.3,981.0,Adventure,Action,Thriller,Science Fiction,,,
904,Mad Max Beyond Thunderdome,9355,36230219.0,5.9,765.0,Action,Adventure,Science Fiction,,,,
905,Angel Heart,635,17185632.0,7.0,326.0,Horror,Mystery,Thriller,,,,
906,Nine 1/2 Weeks,10068,6735922.0,5.8,183.0,Drama,Romance,,,,,
907,Firestarter,11495,17080167.0,5.9,174.0,Fantasy,Drama,Horror,Action,Thriller,,
908,Gone in Sixty Seconds,9679,237202299.0,6.1,1511.0,Action,Crime,Thriller,,,,
909,The Conversation,592,4420000.0,7.5,377.0,Crime,Drama,Mystery,,,,
910,Serpico,9040,29800000.0,7.5,429.0,Crime,Drama,History,,,,
911,Ace in the Hole,25364,1300000.0,7.9,128.0,Drama,,,,,,
912,Big Trouble in Little China,6978,11000000.0,7.1,727.0,Action,Adventure,Comedy,Fantasy,,,
913,Titan A.E.,7450,36754634.0,6.3,320.0,Animation,Action,Science Fiction,Family,Adventure,,
914,Chicken Run,7443,224834564.0,6.5,1190.0,Animation,Comedy,Family,,,,
915,"Me, Myself & Irene",2123,149270999.0,6.1,956.0,Comedy,,,,,,
916,The Patriot,2024,215294342.0,6.8,1130.0,Drama,History,War,Action,,,
917,The Perfect Storm,2133,325756637.0,6.2,609.0,Drama,,,,,,
918,The Kid,4244,69700000.0,6.0,242.0,Fantasy,Comedy,Family,,,,
919,Scary Movie,4247,278019771.0,6.0,1468.0,Comedy,,,,,,
920,But I'm a Cheerleader,20770,2600000.0,6.5,101.0,Comedy,,,,,,
921,Footloose,1788,80035402.0,6.4,525.0,Drama,Family,Music,Romance,,,
922,X-Men,36657,296339527.0,6.8,4172.0,Adventure,Action,Science Fiction,,,,
923,What Lies Beneath,2655,155464351.0,6.3,504.0,Drama,Horror,Mystery,Thriller,,,
924,Pok梨븁on: The Movie 2000,12599,133949270.0,6.4,201.0,Adventure,Fantasy,Animation,Science Fiction,Family,,
925,What About Bob?,10276,63710000.0,6.7,265.0,Comedy,,,,,,
926,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,11624,18016290.0,6.6,218.0,Comedy,,,,,,
927,Love and Death,11686,20173742.0,7.5,176.0,History,Comedy,,,,,
928,Coyote Ugly,6282,113916474.0,5.8,590.0,Comedy,Drama,Music,Romance,,,
929,Hollow Man,9383,190213455.0,5.6,645.0,Action,Science Fiction,Thriller,,,,
930,Space Cowboys,5551,128884132.0,6.3,407.0,Action,Adventure,Thriller,,,,
931,Saving Grace,2360,26330482.0,6.3,115.0,Crime,Comedy,,,,,
932,Kelly's Heroes,11589,5200000.0,7.2,191.0,Adventure,Comedy,War,,,,
933,Pumpkinhead,26515,4385516.0,5.9,108.0,Fantasy,Horror,,,,,
934,The Cell,8843,104155843.0,6.0,442.0,Horror,Science Fiction,Thriller,,,,
935,The Naked Gun: From the Files of Police Squad!,37136,78756177.0,7.1,1020.0,Comedy,Crime,,,,,
936,The Naked Gun 2姨�: The Smell of Fear,37137,86930411.0,6.6,556.0,Comedy,Crime,,,,,
937,Shane,3110,20000000.0,7.3,143.0,Drama,Western,,,,,
938,The Art of War,11398,30199105.0,5.6,136.0,Crime,Action,Adventure,,,,
939,Bring It On,1588,90449929.0,5.8,574.0,Comedy,,,,,,
940,The Way of the Gun,1619,19125401.0,6.4,106.0,Action,Crime,Drama,Thriller,,,
941,Almost Famous,786,47383689.0,7.4,807.0,Drama,Music,,,,,
942,Under Suspicion,10562,260562.0,6.4,104.0,Mystery,Thriller,,,,,
943,Dancer in the Dark,16,40031879.0,7.7,392.0,Drama,Crime,Music,,,,
944,Remember the Titans,10637,136706683.0,7.4,835.0,Drama,,,,,,
945,Hellraiser,9003,14564027.0,6.9,464.0,Horror,,,,,,
946,Hellbound: Hellraiser II,9064,12090735.0,6.3,227.0,Horror,Thriller,,,,,
947,Fantastic Voyage,2161,12000000.0,6.7,108.0,Adventure,Science Fiction,,,,,
948,Meet the Parents,1597,330444045.0,6.6,1743.0,Comedy,Romance,,,,,
949,Requiem for a Dream,641,7390108.0,7.9,2525.0,Crime,Drama,,,,,
950,Billy Elliot,71,110000000.0,7.4,774.0,Drama,Comedy,Music,,,,
951,Bedazzled,1636,90383208.0,5.6,526.0,Fantasy,Comedy,Romance,,,,
952,Pay It Forward,10647,55707411.0,7.0,447.0,Drama,Romance,,,,,
953,Charlie's Angels,4327,264105545.0,5.6,1253.0,Action,Adventure,Comedy,Crime,Thriller,,
954,The Legend of Bagger Vance,4958,39459427.0,6.4,259.0,Fantasy,Drama,,,,,
955,Men of Honor,11978,48814909.0,7.0,556.0,Drama,,,,,,
956,Diamonds Are Forever,681,116019547.0,6.3,562.0,Adventure,Action,Thriller,,,,
957,The 6th Day,8452,96085477.0,5.7,603.0,Science Fiction,,,,,,
958,How the Grinch Stole Christmas,8871,345141403.0,6.2,1440.0,Family,Comedy,Fantasy,,,,
959,Rugrats in Paris: The Movie,16340,103.0,6.0,101.0,Adventure,Animation,Comedy,Family,,,
960,Quills,10876,7060876.0,6.8,129.0,Drama,,,,,,
961,Unbreakable,9741,248118121.0,6.9,1994.0,Science Fiction,Thriller,Drama,,,,
962,"Crouching Tiger, Hidden Dragon",146,213525736.0,7.2,949.0,Adventure,Drama,Action,Romance,,,
963,Vertical Limit,11678,215663859.0,5.9,287.0,Action,Adventure,Thriller,,,,
964,The Bounty,2669,8613462.0,6.5,109.0,Action,Drama,History,,,,
965,The Living Daylights,708,191185897.0,6.2,447.0,Action,Adventure,Thriller,,,,
966,The Transformers: The Movie,1857,5849647.0,7.1,134.0,Animation,,,,,,
967,Wall Street,10673,43848069.0,7.0,557.0,Crime,Drama,,,,,
968,Born on the Fourth of July,2604,161001698.0,6.7,403.0,Drama,War,,,,,
969,Brewster's Millions,11064,45833132.0,6.5,144.0,Comedy,,,,,,
970,Snatch,107,83557872.0,7.7,2953.0,Thriller,Crime,,,,,
971,Chocolat,392,152500343.0,6.8,979.0,Comedy,Drama,Romance,,,,
972,The Emperor's New Groove,11688,169327687.0,7.2,1544.0,Adventure,Animation,Comedy,Family,Fantasy,,
973,What Women Want,3981,374111707.0,6.1,1021.0,Comedy,Romance,,,,,
974,Finding Forrester,711,80049764.0,7.0,305.0,Drama,,,,,,
975,The Gift,2046,12008642.0,6.4,288.0,Horror,Drama,Thriller,Mystery,,,
976,Cast Away,8358,429632142.0,7.5,3304.0,Adventure,Drama,,,,,
977,Miss Congeniality,1493,212000000.0,6.1,987.0,Comedy,Crime,Action,,,,
978,"O Brother, Where Art Thou?",134,71868327.0,7.3,1144.0,Action,Adventure,Comedy,,,,
979,Thirteen Days,11973,34566746.0,6.9,192.0,Drama,Thriller,,,,,
980,Traffic,1900,207515725.0,6.9,573.0,Thriller,Drama,Crime,,,,
